run_id,date,sha,job_name,duration_seconds,total_duration,cache_hit
23596707226,2026-03-26,a0da956,secrets_scan,54,413,unknown
23596707226,2026-03-26,a0da956,sbom_generation,55,413,unknown
23596707226,2026-03-26,a0da956,trivy_container_scan,226,413,unknown
23596707226,2026-03-26,a0da956,dependency_audit,25,413,unknown
23596707226,2026-03-26,a0da956,semgrep_scan,0,413,unknown
23596707226,2026-03-26,a0da956,normalize_hdf,134,413,unknown
23596707226,2026-03-26,a0da956,bundle_results,37,413,unknown
23596707226,2026-03-26,a0da956,publish_for_sparc_iac,0,413,unknown
23596692867,2026-03-26,1a2da8b,codeql_scan,452,664,unknown
23596692867,2026-03-26,1a2da8b,brakeman_scan,83,664,unknown
23596692867,2026-03-26,1a2da8b,trivy_container_scan,228,664,unknown
23596692867,2026-03-26,1a2da8b,dependency_audit,17,664,unknown
23596692867,2026-03-26,1a2da8b,trivy_fs_scan,100,664,unknown
23596692867,2026-03-26,1a2da8b,sbom_generation,46,664,unknown
23596692867,2026-03-26,1a2da8b,secrets_scan,60,664,unknown
23596692867,2026-03-26,1a2da8b,importmap_audit,23,664,unknown
23596692867,2026-03-26,1a2da8b,semgrep_scan,0,664,unknown
23596692867,2026-03-26,1a2da8b,normalize_hdf,158,664,unknown
23596692867,2026-03-26,1a2da8b,bundle_results,21,664,unknown
23596692867,2026-03-26,1a2da8b,publish_for_sparc_iac,14,664,unknown
23596392817,2026-03-26,039be50,secrets_scan,56,398,unknown
23596392817,2026-03-26,039be50,codeql_scan,135,398,unknown
23596392817,2026-03-26,039be50,brakeman_scan,75,398,unknown
23596392817,2026-03-26,039be50,trivy_container_scan,218,398,unknown
23596392817,2026-03-26,039be50,importmap_audit,15,398,unknown
23596392817,2026-03-26,039be50,trivy_fs_scan,91,398,unknown
23596392817,2026-03-26,039be50,sbom_generation,28,398,unknown
23596392817,2026-03-26,039be50,dependency_audit,13,398,unknown
23596392817,2026-03-26,039be50,semgrep_scan,0,398,unknown
23596392817,2026-03-26,039be50,normalize_hdf,146,398,unknown
23596392817,2026-03-26,039be50,bundle_results,21,398,unknown
23596392817,2026-03-26,039be50,publish_for_sparc_iac,0,398,unknown
23596052116,2026-03-26,aea5a45,dependency_audit,12,642,unknown
23596052116,2026-03-26,aea5a45,codeql_scan,450,642,unknown
23596052116,2026-03-26,aea5a45,trivy_container_scan,250,642,unknown
23596052116,2026-03-26,aea5a45,sbom_generation,36,642,unknown
23596052116,2026-03-26,aea5a45,brakeman_scan,69,642,unknown
23596052116,2026-03-26,aea5a45,trivy_fs_scan,98,642,unknown
23596052116,2026-03-26,aea5a45,secrets_scan,56,642,unknown
23596052116,2026-03-26,aea5a45,importmap_audit,15,642,unknown
23596052116,2026-03-26,aea5a45,semgrep_scan,0,642,unknown
23596052116,2026-03-26,aea5a45,normalize_hdf,128,642,unknown
23596052116,2026-03-26,aea5a45,bundle_results,31,642,unknown
23596052116,2026-03-26,aea5a45,publish_for_sparc_iac,15,642,unknown
23595353095,2026-03-26,5fb3608,dependency_audit,14,392,unknown
23595353095,2026-03-26,5fb3608,secrets_scan,54,392,unknown
23595353095,2026-03-26,5fb3608,importmap_audit,14,392,unknown
23595353095,2026-03-26,5fb3608,brakeman_scan,74,392,unknown
23595353095,2026-03-26,5fb3608,codeql_scan,139,392,unknown
23595353095,2026-03-26,5fb3608,trivy_fs_scan,92,392,unknown
23595353095,2026-03-26,5fb3608,sbom_generation,26,392,unknown
23595353095,2026-03-26,5fb3608,trivy_container_scan,226,392,unknown
23595353095,2026-03-26,5fb3608,semgrep_scan,0,392,unknown
23595353095,2026-03-26,5fb3608,normalize_hdf,119,392,unknown
23595353095,2026-03-26,5fb3608,bundle_results,34,392,unknown
23595353095,2026-03-26,5fb3608,publish_for_sparc_iac,0,392,unknown
23594740852,2026-03-26,f03efa3,trivy_container_scan,233,413,unknown
23594740852,2026-03-26,f03efa3,secrets_scan,55,413,unknown
23594740852,2026-03-26,f03efa3,importmap_audit,16,413,unknown
23594740852,2026-03-26,f03efa3,codeql_scan,147,413,unknown
23594740852,2026-03-26,f03efa3,trivy_fs_scan,92,413,unknown
23594740852,2026-03-26,f03efa3,sbom_generation,27,413,unknown
23594740852,2026-03-26,f03efa3,brakeman_scan,73,413,unknown
23594740852,2026-03-26,f03efa3,dependency_audit,13,413,unknown
23594740852,2026-03-26,f03efa3,semgrep_scan,0,413,unknown
23594740852,2026-03-26,f03efa3,normalize_hdf,137,413,unknown
23594740852,2026-03-26,f03efa3,bundle_results,30,413,unknown
23594740852,2026-03-26,f03efa3,publish_for_sparc_iac,0,413,unknown
23594675709,2026-03-26,a5395d4,dependency_audit,16,403,unknown
23594675709,2026-03-26,a5395d4,secrets_scan,61,403,unknown
23594675709,2026-03-26,a5395d4,brakeman_scan,70,403,unknown
23594675709,2026-03-26,a5395d4,sbom_generation,23,403,unknown
23594675709,2026-03-26,a5395d4,trivy_container_scan,232,403,unknown
23594675709,2026-03-26,a5395d4,codeql_scan,148,403,unknown
23594675709,2026-03-26,a5395d4,trivy_fs_scan,92,403,unknown
23594675709,2026-03-26,a5395d4,importmap_audit,14,403,unknown
23594675709,2026-03-26,a5395d4,semgrep_scan,0,403,unknown
23594675709,2026-03-26,a5395d4,normalize_hdf,125,403,unknown
23594675709,2026-03-26,a5395d4,bundle_results,33,403,unknown
23594675709,2026-03-26,a5395d4,publish_for_sparc_iac,0,403,unknown
23593713602,2026-03-26,375e9cd,brakeman_scan,76,416,unknown
23593713602,2026-03-26,375e9cd,trivy_container_scan,237,416,unknown
23593713602,2026-03-26,375e9cd,trivy_fs_scan,101,416,unknown
23593713602,2026-03-26,375e9cd,dependency_audit,15,416,unknown
23593713602,2026-03-26,375e9cd,importmap_audit,14,416,unknown
23593713602,2026-03-26,375e9cd,secrets_scan,55,416,unknown
23593713602,2026-03-26,375e9cd,sbom_generation,28,416,unknown
23593713602,2026-03-26,375e9cd,codeql_scan,148,416,unknown
23593713602,2026-03-26,375e9cd,semgrep_scan,0,416,unknown
23593713602,2026-03-26,375e9cd,normalize_hdf,132,416,unknown
23593713602,2026-03-26,375e9cd,bundle_results,35,416,unknown
23593713602,2026-03-26,375e9cd,publish_for_sparc_iac,0,416,unknown
23593156709,2026-03-26,4a02c2f,brakeman_scan,67,334,unknown
